"Fundo";"Imagem";"PDF";"Autor";"Titulo";"Titulos atríbuidos";"Notas de edição";"Idioma";"Edição / Descrição geral";"Categoria";"Subcategoria";"Legendas";"Descrição Material";"Dimensões";"Bibliografia";"Publicações";"Exposições";"Itens relacionados";"Bloco de notas";"Cota";"Local de conservação";"Estado de conservação";"Proprietário";"Historial";"Datas relacionadas";"Notas à data";"Dedicatário";"Destinatário";"Data";"Locais";"Palavras chave";"Nomes relacionados";"Data inventario";"Inventariante"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/IMG_133.jpg";"";"Negreiros, José de Almada";"Duas Mulheres Abraçadas , 1948";"Duas Mulheres Abraçadas , 1948";"";"";"Desenho a tinta-da-china. Assinado e datado C.I.D.";"Arte";"Desenho";"";"Desenho a tinta-da-china sobre cartão";"50 cm x 50 cm";"";"";"";"";"";"DEP-AN133";"Informação Protegida";"Recomenda-se restauro.";"Colecção Particular";"";"1948";"Data inscrita.";"";"";"1948";"";"Arte";"";"";"Gonçalo Rodrigues"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-544.jpg";"";"Affonso, Sarah";"Duas meninas";"Duas meninas";"";"";"Desenho de duas meninas sentadas debaixo de uma árvore: uma tem um livro sobre o colo, a outra mostra-lhe uma flor. Assinado e datado: ""Paris 28"".";"Arte";"Desenho";"";"Tinta da china sobre papel.";"33,9 x 25,5 cm";"";"Sarah Affonso. Os Dias das Pequenas Coisas., Museu Nacional de Arte Contemporânea do Chiado / Tinta-da-China, Lisboa, 2019. ";"Exposição “Sarah Affonso. Os Dias das Pequenas Coisas.”, curadoria de Maria de Aires Silveira e Emília Ferreira. Museu Nacional de Arte Contemporânea do Chiado, Lisboa. 13 de Setembro de 2019 a 22 de Março de 2020. ";"";"";"ANSA-A-544";"Informação protegida";"Razoável. Falha no canto superior direito. Algumas dobras. ";"Colecção particular";"";"";"Datado.";"";"";"1928";"Paris";"";"";"2020-05-19";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-555.jpg";"";"Affonso, Sarah";"Duas meninas";"Duas meninas";"";"";"Desenho de duas meninas ajoelhadas. Assinado.";"Arte";"Desenho";"";"Tinta da china sobre papel.";"34,8 x 24,6 cm";"";"";"";"";"";"ANSA-A-555";"Informação protegida";"Bom. Algumas manchas de humidade.";"Colecção particular";"";"";"";"";"";"Sem data ";"";"";"";"2020-05-20";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-646_conv.jpg";"";"Negreiros, José de Almada";"duas maiúsculas numa dalmática";"duas maiúsculas numa dalmática";"";"Português";"Projeto de capa com o título duas maiúsculas numa dalmática ; e desenhos das duas figuras de São Vicente nos painéis centrais de Nuno Gonçalves.";"Arte";"Desenho Painéis de S. Vicente";"";"Desenho a tinta vermelha e preta sobre folha lisa (com quadrículas feitas à mão, a grafite), dobrada.";"50 cm x 32,5 cm, dobrado.";"";"Diário de Notícias , 23 de Junho de 1960, p. 13.";"";"ANSA-RI-266ANSA-A-1213";"";"ANSA-A-646";"Informação Protegida";"Bom. Apresenta algumas marcas de sujidade.";"Colecção Particular";"";"1960";"Tem a inscrição 1916, embora não realizado nessa data";"";"";"1960";"";"Painéis";"";"";"Diogo Fernandes Simão Palmeirim Pedro Freitas"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-1777_Large.jpeg";"";"Marceau, Marcel";"Duas figuras masculinas ";"Duas figuras masculinas ";"";"";"Duas figuras masculinas de cartola - dois mimos (?), um alegre outro triste - de flor ao canto da boca. Ao fundo vêem-se duas torres Eiffel, dois sóis e duas luas, numa paisagem urbana.Assinado e datado com dedicatória no canto inferior direito.      ";"Arte";"Desenho";"";"Tinta da china sobre papel. ";"35 x 25 cm";"";"";"";"";"";"ANSA-A-1777";"Informação Protegida";"Bom";"Colecção Particular";"";"";"";"";"";"1960";"";"";"";"2022-10-06";"Sílvia Laureano Costa / Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-183_-_DEP-AN_270.jpg";"";"Negreiros, José de Almada";"Duas figuras femininas";"Duas figuras femininas";"";"";"Desenho de duas figuras femininas, uma velha, de frente, e um nu, de costas.";"Arte";"Desenho";"";"Grafite sobre papel";"42,1 x 30,4 cm";"";"";"";"";"";"ANSA-A-183";"Informação Protegida";"Bom ";"Colecção Particular";"";"";"";"";"";"Sem data";"";"";"";"2020-01-31";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-188.jpg";"";"Negreiros, José de Almada";"Duas figuras femininas";"Duas figuras femininas";"";"";"Desenho de duas figuras femininas: uma com um casaco de vison e um chapéu com pluma; a outra com um casaco caído sobre os ombros. ";"Arte";"Desenho";"";"Tinta da china sobre papel.";"27,1 x 20,5 cm";"";"";"";"";"";"ANSA-A-188";"Informação protegida";"Bom";"Colecção particular";"";"";"";"";"";"Sem data";"";"";"";"2020-02-06";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-4441.jpg";"";"Negreiros, José de Almada";"Duas figuras femininas";"Duas figuras femininas";"";"";"Desenho de duas figuras femininas, uma deitada nua e a outra sentada.";"Arte";"Desenho";"";"Carvão e lápis sobre cartão.";"50 x 50 cm";"";"";"";"";"";"ANSA-A-444";"Informação Protegida";"Razoável. Algumas falhas na policromia, picos de humidade e manchas de sujidade. ";"Colecção Particular";"";"";"";"";"";"Sem data ";"";"";"";"2021-02-11";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-424.jpg";"";"Negreiros, José de Almada";"Duas figuras a jogar às cartas";"Duas figuras a jogar às cartas";"";"";"Desenho de duas figuras a jogar às cartas. ";"Arte";"Desenho";"";"Tinta da china preta sobre papel.";"34 x 22,1 cm";"";"";"";"";"";"ANSA-A-424";"Informação Protegida";"Razoável. Algumas manchas de humidade e ferrugem. ";"Colecção Particular";"";"";"";"";"";"Sem data";"";"";"";"2021-02-08";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-3361.jpg";"";"Negreiros, José de Almada";"Duas figuras";"Duas figuras";"";"";"Desenho pintado de duas figuras. ";"Arte";"Pintura";"";"Aguarela e guache sobre papel.";"50 x 65 cm";"";"";"";"";"";"ANSA-A-336";"Informação protegida";"Bom. Alguns vincos.";"Colecção particular";"";"";"";"";"";"Sem data ";"";"";"";"2020-06-02";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-RI-037.png";"/images/NAeSA/pdf/ANSA-RI-037.pdf";"Negreiros, José de Almada";"Duas faces do tríptico da 'Nau Catrineta'";"Duas faces do tríptico da 'Nau Catrineta'";"";"";"Reprodução do painel 'Nau Catrineta' na capa e contra-capa da revista  Flâmula .";"Espólio Documental";"Recorte de Imprensa Ilustração";"";"";"";"";"Recorte tirado de:  Flâmula , Ano 8, Nº 30, Setembro de 1968.";"";"";"";"ANSA-RI-37";"Informação Protegida";"Bom";"Colecção Particular";"";"1968";"";"";"";"1968 Set";"";"Painéis Gare Marítima   Rocha do Conde de Óbidos  Gare Marítima   Alcântara";"Negreiros, José de Almada";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-COR-717-001.jpg";"";"Negreiros, José de Almada";"Duas cartas: de Almada Negreiros ao Dr. Alberto Souto e ao Artur Gusmão";"Duas cartas: de Almada Negreiros ao Dr. Alberto Souto e ao Artur Gusmão";"";"Português";"Esboços de duas cartas, uma de Almada Negreiros ao Dr. Alberto Souto sobre as condições de contrato relativas às decorações do Palácio de Justiça da Câmara Municipal de Aveiro. No verso está presente: mais um esboço de carta para Artur Gusmão, apresentando uma recomendação em favor do artista Luis Felipe Gouveia de Freitas para uma bolsa de estudo na Fundação Gulbenkian de Paris; uns rascunhos geométricos e a morade do Hotel Eliseo em Génova (Itália).";"Espólio Documental";"Correspondência";"";"Materiais riscadores diversos sobre papel.";"27x21 cm";"";"";"";"";"";"ANSA-COR-717";"Informação Protegida";"Bom";"Coleção Particular";"";"1961";"inscrita";"";"Souto, Alberto; Gusmão, Artur  ";"1961 Mai 2";"Genova Paris Aveiro";"contrato afresco tapeçaria bolsa de estudo";"Luiz Felipe Gouveia de Freitas, Salomão";"2021-10-22";"Giorgia Casara e Benedetta Venè"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/IMG_032.jpg";"";"Negreiros, José de Almada";"Dr. Ramada Curto";"Dr. Ramada Curto";"";"";"Desenho tinta-da-china e grafite sobre papel.   Assinado e datado, C.I.D.";"Arte";"Desenho";"«11,5 cm / Fixe» Canto superior direito Tuberculosa, jogo, mar (banho) ; No verso";"Tinta da china e grafite sobre papel.";"31,8 cm x 21,6 cm";"";"Desenho publicado no Sempre Fixe, Lisboa, 7 (323) 28 Jul. 1932,p. 2.";"";"";"";"DEP-AN32";"Informação Protegida";"Razoável. Recomenda-se pequeno restauro (manchas de sujidade).";"Colecção Particular";"";"1932";"";"";"";"1932";"";"Arte";"";"";"Diogo Fernandes"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-L-202-001.png";"";"Negreiros, José de Almada";"Dossier preparatório para a revista  Sudoeste    ";"Dossier preparatório para a revista  Sudoeste";"";"Português";"Dossier com manuscritos para os diferentes números da revista  Sudoeste ; desenho de cenário para a peça  S.O.S. ; esboço de desenhos vários; fragmentos de textos de ficção. ";"Arte Literatura";"Fragmentos Ficção Ensaio Desenho Cenários e Figurinos";"";"140 páginas manuscritas a tinta preta, verde e lápis, em folhas quadriculadas e lisas. Algumas páginas numeradas a lápis encarnado. ";"35 x 27 cm ou menos. ";"";"";"";"ANSA-L-34";"";"ANSA-L-202";"Informação Protegida";"Bom ";"Colecção Particular";"";"1935";"Atribuída de acordo com a publicação dos três números da revista  Sudoeste . ";"";"";"1935";"Lisboa";"";"";"";"Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-RI-382-1.jpeg";"";"Sarah Affonso ";"Dossiêr Imprensa Sarah Affonso";"Dossiêr Imprensa Sarah Affonso";"Quando possível introduziram-se algumas informações adicionais sobre os artigos presentes.";"Português";"Recolha de recortes de imprensa sobre diversas exposições em que participa Sarah Affonso ou de seu interesse. Os recortes são colados em 39 folhas de cartolina numeradas por Sarah Affonso (até a folha 35) com indicados, na maior parte dos casos: a data, o título da publicação e o autor.Os artigos recolhidos são:Página 1:- Luiz Oliveira Guimarães, A Semana Artística na Escola de Belas-Artes: A exposição dos alunos. Rapazes e raparigas. Algumas promessas curiosas, A Capital, 1922Página 2:- Mario Domingues, Exposições de Arte / Os trabalhos dos alunos da Academia de Belas Artes,  Revista Portugueza, 1923- Mario Domingues, Arte e Artistas / A exposição dos alunos da Academia de Belas Artes, A Batalha, 1923 Página 3: - Mario Domingues, A arte e os artistas / No palácio das “malas-artes”, A Batalha, 1924- A. B., Na rua Barata Salgueiro / A 21ª Exposição Nacional de Belas Artes, 1924Página 4:- Artur Portela, A arte moderna / O Salão de Outono inaugurou-se hoje na Sociedade Nacional de Belas Artes, Diário de Lisboa, 1925- Matos Sequeira, O Salão de Outono na S.N.B.A., O Mundo, 25 de janeiro 1925Página 5:- Gastão de Bettencourt, O Salão de Outomno visto por Gastão de Bettencourt, Correio da Manhã, 1925- s.n., Salão de Outono, s.n., 1925 - António Ferro, Os artistas do Salão de Outono, Diário de Notícias, 1925Página 6:- Ferreira de Castro, O “Salon” de Outono que hoje foi inaugurado constitue um belo acontecimento artístico, 1925- s.n., Artes Plásticas / Salão de Outono, Diário de Notícias, 1925 - s.n., Vida Artística / O Salão de Outomno inaugura-se brevemente devido a Eduardo Viana, Diário de Lisboa, 1925Página 7:- Jaime Brasil, O “Salão de Outono” continua brilhantemente as tradições do Palácio das Belas-Artes, A Batalha, 2 de Fevereiro 1925 - Aquilino Ribeiro, Vida artística / O salão de outono, O Século, 1925Página 8:- Victor Falcão, O II Salão de Outono, Sol, 27 de Novembro 1926Página 9:- Augusto de Santa Rita, Mariasinha em África por Fernanda de Castro ilustrações de Sarah Affonso Edição da Empresa Literária Fluminense, PimPamPum! Suplemento infantil do jornal O Século, s.d. - s.n., Registo bibliográfico / «Mariazinha em Africa» por D. Fernanda de Castro, Diário de Notícias, s.d. -  s.n., “O novo livro de Fernanda de Castro” (sem título), Diário de Lisboa, 1926? - Elcay (pseudónimo de Lourenço Caldeira de Gama Lobo Caiola), Livros novos / Mariazinha em Africa de Fernanda de Castro, Diário de Notícias, s.d.- Manuel de Brito Camacho, , A Luta, 1927- s.n., “O Sr. Carlos Amaro publicou o seu auto” (sem título), Diário de Lisboa, 1927  - s.n., S. João subiu ao trono, ABC, s.d. - s.n., «S. João subiu ao trono», A Voz, s.d.Página 10:- s.n., , Diário de Lisboa, 1928 - s.n., No «Salão Bobone» / A artista Sára Afonso inaugura depois de amanhã a sua exposição, Diário de Lisboa, 1928 - s.n., Vida Artística / Sára Afonso, O Rebate, 1928 - José Ribeiro dos santos, Vida Artística / Exposição Sára Afonso, O Rebate, 1928- Artur Portela, No Salão Bobone / A exposição da pintora Sarah Afonso, Diário de Lisboa, 1928 - s.n., Artes Plásticas / Exposição Sára Afonso, Diário de Notícias, 1928 - Catálogo da Exposição Sarah Affonso no Salão Bobonne (item relacionado ANSA-IMP-24)Página 11:- s.n., Exposição Sara Afonso, Diário de Notícias, 1928 - s.n., Artes e Artistas / A exposição Sara Afonso, A Voz, 1928- José Ribeiro dos Santos, Vida Artística / A pintora Sara Afonso fala-nos da sua exposição e das suas opiniões sobre a arte moderna, O Rebate, 1928 - Jaime Brasil, Vida Artística / Uma audaciosa tentativa de pintura modernista da sr.ª D.Sara Afonso, O Século, 18 de Janeiro 1928 - A.M., Arte & Artistas / Exposição Sara Afonso, A Voz, 1928 - Maria Pereira d’Eça, As mulheres na arte, O Século, 1928Página 12:- Guy Mounereau, La Peinture au Salon d’Automne, s.d.- s.n., Arte moderna / Sarah Afonso no «Salon d’Automne», O Notícias Ilustrado, 1928 - s.n., Uma pintora portuguesa, O Notícias Ilustrado, 2 de Dezembro 1928 -  António Ferro, Artes Plásticas / A pintora portuguesa Sara Afonso triunfa no Salão de Outono, de Paris, Diário de Notícias, 1928- Irene de Vasconcelos, Os artistas em Paris, Diário de Lisboa, 18 de Dezembro 1928Página 13:- s.n., Dois modernistas de valor que expõem no Salão Bobone, O Notícias Ilustrado, 1929 - Manuel Mendes, Exposição Sarah Affonso e José Tagarro, Seara Nova, 12 de Dezembro 1929 - Catálogo da Exposição Sarah Affonso José Tagarro Galeria BobonePágina 14:- Artur Portela, No Salão Bobone / A exposição de pintura inaugurada hoje, Diário de Lisboa, 1929 - Nogueira de Brito, Artes Plásticas / A exposição de Sara Afonso e José Tagarro, Diário Popular, 5 de Dezembro 1929-  Jaime Brasil, A exposição de desenho, gravura e bordados de José Tagarro e Sara Afonso, O Século, 5 de Dezembro 1929 -  s.n., Arte e os Artistas / No Salão Bobone / O “vernissage” da exposição dos artistas D. Sara Afonso e José Tagarro, 1929 - Eduardo Frias, Vida Artística / Exposições Sarah Affonso e José Tagarro, A Gazeta, 5 de Dezembro 1929 Página 15:- Ana de Castro Osório, As nossas artistas, Diário Popular, 27 de Dezembro 1929- Reprodução do desenho de Sarah Affonso, Diário Popular, 1929- Augusto Pinto, A exposição Sára Afonso e Tagarro, na Galeria Bobone, Diário de Notícias, 1929 - Carlos Parreira, Vida Artística / A arte de Tagarro e os dedos subtis de Sarah Affonso, Cultura, Dezembro 1929  Página 16:- Capa da revista Modas&Bordados, nº 935, com reprodução de uma fotografia de Sarah Affonso. Página 17:- Jaime Brasil, Vida Artística / A inauguração do I Salão dos Independentes, na Sociedade de Belas Artes, O Século, 1930 - Jaime Brasil, Vida Artística / A pintura, desenho, etc., no I Salão dos Independentes, O Século, 14 de Maio 1930 - Mario Salgueiro, O Salão dos Independentes inaugurou-se ontem na Sociedade de Belas Artes, O Rebate, 1930 Página 18:- Augusto Pinto, 1º Salão dos Independentes / Expositores de pintura e seus trabalhos, Diário de Notícias, 14 de Maio 1930 - Artur Portela, A Arte e os Artistas / A exposição que abriu nas Belas Artes com o rótulo de I Salão dos Independentes, Diário de Lisboa, 15 de Maio 1930 -  Eduardo Frias, Um acontecimento / O 1º Salão dos Independentes, A Gazeta, 1930Página 19:-  Carlos Parreira, Independentes em Barata Salgueiro, O Gládio, 21 de Maio 1930- Eduardo Frias, Artes e Artistas / A representação feminina no “Salão dos Independentes”, A Gazeta, 1930 Página 20:- Desenho de Dordio Gomes que figura no Salão dos Independentes, com reprodução do desenho de Dordio Gomes, 1930-  O 1º Salão dos Independentes / A Pintura, com reproduções das seguintes obras: “Lavadeira” por Jorge Barradas; “Pendão” por Fred Kradolfer; “Partida de Xadrez” por Abel Manta; “Auto retrato” por Dordio Gomes; trabalhos de Emmanuel Altberg, Olavo de Eça Leal, Jaime de Figueiredo e Júlio Reis Pereira.Página 21:- Continuação do documento precedente. Com reproduções das seguintes obras: “Retrato do Bailarino Francis” por Mario Eloy; “Descarga de carvão” por Lino Antonio; “Pintura” por Sarah Affonso; “Retrato do escultor Ruy Roque Gameiro” por Tagarro; grupo dos expositores.- M.S., Artes & Artistas / A exposição dos Independentes na rua Barata Salgueiro, A Voz, 17 de Maio 1930 - M.S., Arte & Artistas / A exposição dos Independentes, A Voz, s.d. Página 22-23:- Alfredo Pimenta, No salão dos independentes, A Voz, 1930 - Vitorino Nemésio, 1º Salão dos Independentes / (Escultura - Pintura - Desenho), Seara Nova, nº 208, ano IX, 10 de Abril 1930 Página 24:- Manoel Mendes, Os arquitectos no Iº Salão dos Independentes, Seara Nova, 22 de maio 1930 Página 25-26-27-28- José Régio, Divagação à roda do primeiro Salão dos Independentes, Presença, Agosto 1930Página 29:- António Pedro, Histórias Pinturescas, ABC, nº555, 2 de Abril 1931 - Jaime Brasil, Vida Artística / O segundo salão dos Independentes, no Palácio das Belas Artes, O Século, 17 de Maio 1931- s.n., Artes Plásticas / O 2º Salão dos Independentes, na Sociedade Nacional das Belas Artes, Diário de Notícias, 19 de Maio 1931Página 30:- Augusto Pinto, Artes Plásticas / O segundo Salão dos Independentes, na Sociedade Nacional das Belas Artes, Diário de Notícias, 22 de Maio 1931 - s.n., Nas Belas Artes / A pintura dos Independentes ou os independentes em pintura, s.d. - Artur Portela, Pintura Moderna / A exposição dos Independentes nas Belas Artes, Diário de Lisboa, 1931 Página 31-32:- Carlos Queirós, C. de Mafamude, Na Sociedade Nacional de Belas Artes / O 2º Salão dos Independentes, Girassol, 1931 Página 33-34:- s.n, O 2º Salão dos Independentes, O Notícias Ilustrado, 1931 Com reproduções das seguintes obras: “Pintura” por Lino Antonio; “Recanto de Colares” por Dordio Gomes; “Dr.António Menano” por Diogo de Macedo; “Davis Benoliel” por Ruy Roque Gameiro; “Paulo de Carvalho e Cunha” por Feyo; “Retrato de Ana Maria de Castro Osório” por Sara Afonso; “Mains” por Kairin Leyden; “Nue” por Erneste Leyden; “O escultor Ruy Roque Gameiro” por José Amaro Junior; “S.Cristovão” por Carlos Botelho; “Ilustração para uma edição de luxo das obras de Eça de Queiroz” por Bernardo Marques; “João Gaspar Simões” por Arlindo Vicente.(Página 35)- António Ferro, Artes Plásticas / Salão do Século, Diário de Notícias, 23 de Novembro 1932 - s.n., Artes Plásticas / Salão do “Século” / A exposição da ilustre pintora Sara Afonso, Diário de Notícias, 18 de Novembro 1932 - M.S., Arte & Artistas / Exposição de pintura de Sara Afonso, A Voz, s.d. - s.n., Vida Artística / Quadros a oleo e desenhos da sr.ª D. Sara Afonso, O Século, s.d.- A.P., Vida Artística / A arte modernista de Sara Afonso, Diário de Lisboa, 19 de Novembro 1932 - Jaime Brasil, Vida Artística / A exposição de trabalhos da pintora Sara Afonso, no Salão de “O Século”, O Século, 19 de Novembro 1932 (Página 36)- Cristóvão António Pedro, Sara Afonso / A sua nova exposição no Salão da Ilustração Portuguesa, Revolução, 19 de Novembro 1932 - Julieta Ferrão, Sára Afonso, Modas&Bordados, Novembro 1932 - Reprodução de uma fotografia de Sarah Affonso.- s.n., Vida Artística, O Notícias Ilustrado, nº 233, 27 de Novembro 1932 - Augusto Ferreira Gomes, Arte / Exposição da pintora Sara Afonso, Diário da Manhã, 28 de Novembro 1932(Página 37)- Eduardo Salgueiro, Exposições de Arte / Sara Afonso no salão de festas da “Ilustração Portuguesa”, Diário da Noite, s.d.- “Sára Afonso, consagrada pintora portuguesa que inaugurou uma notável exposição dos seus belos trabalhos no salão da Ilustração Portuguesa”. Reprodução de uma fotografia de Sarah Affonso. - D. de M., Sarah Affonso, s.d.(Página 38)- s.n., Actualidades, Eva, s.d. Com reproduções das seguintes obras de Sarah Affonso: “Mulheres”, “Primavera”, “Ex-voto”.(Página 39)- A.P., O Salão de Arte Moderna / Um título deslocado e uma boa exposição, s.d.- Artur Portela, Artes Plásticas / Sociedade Nacional das Belas Artes. Primeiro Salão de Arte Moderna. Os Pintores, Diário de Lisboa, s.d. - José de Almada Negreiros, O Salão de Arte Moderna / Resposta aos Críticos, s.d.(Página 40)- A.R., O Salão de Inverno e a exposição Alvaro Canelas, Ilustração, 1 de Janeiro 1933(Página 41-42)- José Régio, Comentário a propósito do segundo salão dos independentes, Presença, Ano 5, Vol. 2, nº 31/32, Março-Junho 1931   ";"Espólio Documental";"Recorte de Imprensa";"No dossiêr existem notas manuscritas de Sarah Affonso (numeração de página, indicação de autor ou da publicação).";"Recortes de imprensa colados em 39 folhas de cartolina e numerados (até 35) e anotados a caneta preta. Alguns artigos apresentam notas datiloscritas (nome ou datas). ";"32 x 42,5 cm";"-Hemeroteca Digital http://hemerotecadigital.cm-lisboa.pt/OBRAS/Ilustracao/1933/N1/N1_master/N1.pdf-Fortes, José Manuel Félix de Almeida Nunes, O primitivismo na pintura portuguesa (1905-1940), Lisboa, Universidade Lusíada de Lisboa, 2010 (Tese de Doutoramento) http://dspace.lis.ulusiada.pt/bitstream/11067/530/3/dh_jose_fortes_tese_v3.pdf -Revistas de Ideias e Cultura http://ric.slhi.pt/Suplemento_de_A_Batalha/visualizador?id=11160.062&pag=1  -Biblioteca Geral Digital https://digitalis-dsp.uc.pt/bg4/UCBG-RP-1-5-s1_3/UCBG-RP-1-5-s1_3_master/UCBG-RP-1-5-s1/UCBG-RP-1-5-s1_item1/P369.html";"";"";"ANSA-IMP-24";"";"ANSA-RI-382";"Informação Protegida";"razoável: folhas com rasgos e dobradiças e papel acidificado, com algumas manchas.";"Coleção Particular";"";"1923 1924 1925 1926 1927 1928 1929 1930 1931 1932";"Inscritas";"";"";"";"Lisboa, Sociedade Nacional das Belas Artes; Salão Bobone; Rua Barata Salgueiro; Palácio das Belas-Artes; Paris.";"Exposições; 21ª exposição Nacional de Belas Artes; Salão de Outono; Mariazinha em Africa; S.João subiu ao trono; Salão dos Independentes; Sociedade Nacional das Belas Artes.";"José Tagarro; Columbano; Carlos Amaro; Fernanda de Castro; Eduardo Viana; José de Almada Negreiros, Dordio Gomes, Mario Eloy. Francisco Franco.";"2021-09-15";"Giorgia Casara e Benedetta Venè"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-C-1-002.JPG";"";"Negreiros, José de Almada";"Dórico. Canón da Ingenuidade";"Dórico. Canón da Ingenuidade A relação 9-10 O meu duplo";"";"Português";"Artigo sobre a história da relação 9-10. Apontamento literário.";"";"Artigos";"";"Caderno capa preta, quadriculado, 5 folhas manuscritas (ANSA-C-1-1 a ANSA-C-1-5) a tinta preta e azul.";"19,5 x 13,5 cm";"";"";"";"";"";"ANSA-C-1";"Informação Protegida";"Bom";"Colecção Particular";"";"1943";"Data inscrita";"";"";"1943";"Lisboa";"Apontamento Filosofia grega";"Heraclito Platão Pitágoras Negreiros, José de Almada  Homero Hesíodo";"";"Fernando Cabral Martins Sílvia Laureano Costa"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-A-1687.JPG";"";"Negreiros, José de Almada";"Dórico, canone da ingenuidade";"";"Com anotações no verso";"Português";"Caderno com conjunto de desenhos atribuídos maioritariamente a José Afonso de Almada Negreiros, filho do modernista. Na primeira página tem um ensaio para capa de edição dedicada a Geometria, onde etá assinado “José de Almada Negreiros PINTOR”.";"Geometria";"";"""LXA 47""";"Grafite sobre papel liso em caderno de argolas";"24 x 28 cm (fechado)";"";"";"";"";"";"ANSA-A-1687";"Informação Protegida";"Razoável";"Colecção Particular";"";"";"Inscrita";"";"";"1947";"";"";"";"2021-12-29";"Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/ANSA-C-90_thumbnail.jpg";"";"Negreiros, José de Almada";"DÓRICO";"DÓRICO CÂNON DA INGENUIDADE";"";"Português";"Caderno de texto dedicado ao número / aos pitagóricos / ao cânone; têm interesse as referências ao Prometeu Agrilhoado, com citação traduzida por Bazilio Telles.";"";"Plano ou projecto Número";"";"Caderno com 10 folhas (3 sem inscrições) quadriculadas de 68 x 45 cm (dobradas ao meio) e uma folha quadriculada de 33 x 44 cm (dobrada ao meio) com 7 (incluindo capa) páginas a caneta de tinta verde, anotadas e acrescentadas a lápis.";"45 x 34 cm";"";"";"";"";"";"ANSA-C-90";"Informação Protegida";"Razoável (capa algo fragilizada).";"Colecção Particular";"";"1943";"Inscrita a caneta, na capa.";"";"";"1943";"Lisboa Índia Grécia Egipto Creta China";"";"Platão Pitágoras Negreiros, José de Almada  Jesus Homero Hesíodo Heraclito Ésquilo Deus Cristo Crisóstomo, Dion Aristóteles Anaximandro Ampere Prometeu Tales de Mileto Telles, Bazilio Vitrúvio";"";"Simão Palmeirim"
"Almada Negreiros e Sarah Affonso";"/images/NAeSA/Dom_Joam_Segundo.jpg";"";"Negreiros, José de Almada";"Dom Joam Segundo";"Dom Joam Segundo ";"";"Português";"Projecto de peça de teatro: apontamentos para três cenas do primeiro acto. ";"Literatura";"Fragmentos / Teatro";"";"Uma página manuscrita a tinta preta e lápis, em folha quadriculada azul dobrada ao meio. ";"32,5 x 22 cm";"";"";"";"";"";"ANSA-L-133";"Informação Protegida";"Bom: manchas de sujidade. ";"Colecção Particular";"";"Sem data";"";"";"";"Sem data";"";"";"D. Afonso V Mendonça, Ana de  D. Pedro D. João II D. Filipa";"";"Sílvia Laureano Costa"
